origin_zone,dest_zone,road_type,speed_limit_kmh,num_lanes,is_one_way,distance_km,road_curvature,has_signal,is_construction,weather_condition,day_of_week,time_slot,is_weekend,is_holiday,day_type,congestion_multiplier
22,21,highway,118.1,6,0,16.58,1.253,1,0,rain,Sat,night,1,1,weekend,0.55
3,5,street,22.6,2,1,9.17,1.744,1,0,clear,Tue,midday,0,0,weekday,1.8042
12,2,main_road,46.5,4,0,16.38,1.214,0,0,cloudy,Thu,evening_peak,0,0,weekday,2.0748
5,8,street,48.5,2,0,18.56,1.481,1,0,clear,Sun,morning_peak,1,0,weekend,2.6514
9,13,main_road,73.1,4,0,10.79,1.356,1,0,clear,Wed,midday,0,0,weekday,1.9889
17,16,main_road,71.8,4,1,10.42,1.077,1,0,clear,Wed,midday,0,0,weekday,1.3522
18,8,street,24.3,1,0,14.94,1.25,0,0,cloudy,Fri,evening_peak,0,0,friday,3.5
23,21,service_lane,23.4,1,0,11.87,1.081,0,0,rain,Mon,morning_peak,0,0,weekday,3.5
22,12,main_road,76.6,4,0,4.04,1.764,0,0,clear,Mon,night,0,0,weekday,0.8632
20,3,main_road,51.6,2,0,12.47,1.537,1,0,cloudy,Fri,night,0,0,friday,0.9632
16,17,street,27.4,1,0,3.21,1.155,1,1,rain,Fri,night,0,0,friday,2.2024
16,20,main_road,62.7,3,0,9.84,1.491,1,0,cloudy,Mon,night,0,0,weekday,1.1332
5,23,main_road,42.3,2,0,8.64,1.567,1,0,clear,Wed,night,0,0,weekday,1.1647
6,18,highway,109.4,4,1,6.14,1.337,0,0,clear,Fri,evening_peak,0,0,friday,2.757
8,9,main_road,43.3,3,0,3.74,1.707,1,0,cloudy,Tue,morning_peak,0,0,weekday,2.9104
7,11,main_road,75.7,2,0,16.66,1.492,0,0,heavy_rain,Sat,evening_peak,1,0,weekend,3.3205
8,20,main_road,47.8,3,0,17.85,1.437,1,0,cloudy,Thu,morning_peak,0,0,weekday,2.9222
10,23,street,45.2,2,1,12.36,1.618,1,0,cloudy,Sat,morning_peak,1,0,weekend,2.7329
18,7,main_road,76.3,4,0,5.58,1.709,0,0,rain,Sat,night,1,0,weekend,0.9448
23,22,street,49.1,1,0,0.83,1.306,0,1,clear,Sat,midday,1,0,weekend,2.6597
16,2,service_lane,34.9,2,0,4.93,1.422,0,1,fog,Fri,evening_peak,0,0,friday,3.5
7,13,main_road,72.8,3,0,2.74,1.091,0,0,clear,Tue,evening_peak,0,0,weekday,2.5905
22,16,main_road,70.2,4,0,1.59,1.543,0,0,clear,Wed,evening_peak,0,0,weekday,2.4921
19,18,main_road,71.7,4,0,6.04,1.266,0,1,clear,Wed,morning_peak,0,0,weekday,2.9012
2,12,street,49.8,1,0,0.57,1.201,1,0,fog,Sun,night,1,0,weekend,1.4556
21,9,street,25.9,2,0,5.86,1.096,1,0,clear,Wed,midday,0,0,weekday,2.3122
8,9,main_road,73.7,2,1,19.33,1.471,1,0,fog,Sun,morning_peak,1,1,weekend,3.5
11,19,street,24.0,2,0,2.19,1.423,1,0,heavy_rain,Sun,evening_peak,1,0,weekend,3.5
19,6,highway,81.8,4,0,6.26,1.199,0,0,clear,Sun,midday,1,0,weekend,0.9311
20,9,street,31.1,1,0,7.01,1.365,1,1,cloudy,Tue,evening_peak,0,0,weekday,3.5
16,12,street,44.0,1,0,1.03,1.428,0,0,clear,Fri,midday,0,0,friday,2.4268
12,11,highway,99.3,4,1,13.79,1.771,0,0,clear,Sun,midday,1,0,weekend,1.2097
16,2,service_lane,37.1,1,0,0.3,1.501,1,1,clear,Mon,evening_peak,0,0,weekday,3.5
18,17,main_road,58.2,3,1,0.51,1.795,0,0,heavy_rain,Tue,night,0,0,weekday,1.22
2,10,service_lane,37.0,2,1,0.65,1.031,1,0,clear,Sat,night,1,0,weekend,1.1524
12,9,highway,80.5,5,1,16.24,1.419,0,0,clear,Sat,midday,1,0,weekend,0.9466
12,16,main_road,64.7,3,0,19.45,1.3,1,0,cloudy,Fri,midday,0,0,friday,1.9011
17,8,street,31.5,1,0,19.05,1.329,0,0,cloudy,Mon,night,0,0,weekday,0.8422
11,18,street,39.2,1,0,5.34,1.263,1,0,rain,Tue,morning_peak,0,0,weekday,1.8363
17,22,main_road,72.2,2,0,7.23,1.226,1,1,clear,Sat,night,1,0,weekend,0.8379
7,5,street,49.4,2,0,7.9,1.342,1,0,heavy_rain,Mon,midday,0,0,weekday,2.6371
8,7,highway,113.6,4,1,3.98,1.389,1,0,cloudy,Sun,morning_peak,1,0,weekend,2.0633
16,7,street,42.5,1,0,12.01,1.198,1,0,clear,Thu,midday,0,0,weekday,1.6272
20,4,main_road,76.3,3,0,16.39,1.181,1,1,fog,Sun,midday,1,0,weekend,3.2712
8,15,service_lane,36.7,1,1,8.64,1.286,0,0,clear,Sun,night,1,0,weekend,0.6828
21,15,highway,81.1,4,0,11.92,1.021,1,0,fog,Mon,night,0,0,weekday,1.0139
11,2,highway,115.6,6,0,18.17,1.793,1,0,heavy_rain,Sat,evening_peak,1,0,weekend,2.0136
9,8,main_road,46.3,4,0,19.05,1.122,0,0,clear,Sun,night,1,0,weekend,0.6243
16,13,main_road,50.0,2,0,19.16,1.407,1,0,clear,Thu,evening_peak,0,0,weekday,3.4551
14,3,main_road,76.8,2,0,8.72,1.219,1,0,cloudy,Sat,morning_peak,1,0,weekend,1.6399
10,3,main_road,78.9,2,0,5.76,1.164,1,0,cloudy,Wed,midday,0,0,weekday,1.9988
3,22,street,38.8,1,0,2.75,1.481,0,0,cloudy,Sat,morning_peak,1,0,weekend,2.6687
8,18,street,42.8,1,0,18.94,1.427,1,0,clear,Sun,midday,1,0,weekend,2.3693
1,4,street,33.2,1,1,18.34,1.479,1,0,heavy_rain,Sat,midday,1,0,weekend,3.5
16,7,highway,99.6,5,1,13.38,1.597,0,0,clear,Thu,night,0,0,weekday,0.6467
9,5,street,49.8,1,0,2.39,1.036,0,0,clear,Tue,morning_peak,0,0,weekday,3.2577
6,20,street,39.9,2,0,3.29,1.678,1,0,cloudy,Wed,midday,0,0,weekday,2.7921
20,16,main_road,45.9,2,1,15.07,1.12,1,0,clear,Sun,morning_peak,1,0,weekend,1.9014
23,14,street,49.8,1,0,1.11,1.359,1,0,clear,Mon,morning_peak,0,0,weekday,3.5
20,5,main_road,49.6,4,0,1.66,1.128,1,0,rain,Mon,night,0,0,weekday,1.4417
6,20,highway,108.0,6,0,12.17,1.346,0,0,rain,Sat,evening_peak,1,0,weekend,3.2934
7,1,main_road,50.2,4,0,8.75,1.643,0,0,cloudy,Wed,evening_peak,0,0,weekday,2.1495
16,22,main_road,68.6,4,0,10.24,1.089,1,0,cloudy,Sun,evening_peak,1,0,weekend,1.869
17,5,main_road,67.1,4,1,17.63,1.464,0,0,clear,Wed,night,0,0,weekday,0.7142
18,4,street,49.7,1,0,10.55,1.417,1,0,clear,Sun,morning_peak,1,0,weekend,3.4182
10,20,street,29.6,2,0,8.76,1.546,1,0,clear,Wed,midday,0,0,weekday,2.465
1,11,street,21.8,2,0,16.38,1.365,1,0,clear,Wed,evening_peak,0,0,weekday,3.5
3,4,main_road,74.3,2,0,12.64,1.501,0,0,fog,Mon,midday,0,0,weekday,2.429
22,7,street,36.3,1,0,15.94,1.079,1,0,heavy_rain,Mon,morning_peak,0,0,weekday,3.5
12,7,highway,90.8,4,0,8.82,1.065,0,0,fog,Thu,night,0,0,weekday,0.6119
2,14,main_road,53.9,3,0,9.35,1.782,1,0,fog,Wed,midday,0,0,weekday,2.3605
8,4,service_lane,27.5,2,1,14.32,1.465,0,0,clear,Sun,evening_peak,1,0,weekend,2.8935
6,13,street,25.0,2,0,6.83,1.085,1,0,clear,Fri,night,0,0,friday,0.8602
22,20,street,42.3,1,0,12.41,1.206,0,0,clear,Fri,midday,0,0,friday,2.5085
13,15,main_road,48.1,4,0,19.91,1.297,0,0,cloudy,Fri,evening_peak,0,0,friday,2.9808
14,21,main_road,41.7,4,0,11.31,1.545,1,0,fog,Wed,evening_peak,0,0,weekday,3.5
17,11,street,27.9,1,0,12.6,1.498,1,1,clear,Thu,night,0,0,weekday,1.8746
13,8,street,49.6,2,0,14.97,1.482,0,0,clear,Sat,night,1,0,weekend,1.09
14,16,main_road,52.4,2,0,4.91,1.578,1,0,rain,Tue,midday,0,0,weekday,2.7523
2,1,main_road,68.6,3,0,11.95,1.774,1,0,fog,Fri,midday,0,0,friday,2.6588
9,14,main_road,63.9,2,0,15.49,1.289,1,0,cloudy,Tue,morning_peak,0,0,weekday,2.2676
1,10,main_road,42.2,2,1,1.25,1.102,1,0,clear,Fri,evening_peak,0,0,friday,3.5
23,11,service_lane,21.1,1,1,10.61,1.059,0,1,clear,Sat,evening_peak,1,0,weekend,3.5
20,23,street,27.5,2,0,18.0,1.001,1,0,cloudy,Fri,night,0,0,friday,1.515
16,13,main_road,55.3,3,0,10.25,1.233,0,0,cloudy,Mon,evening_peak,0,0,weekday,2.1866
20,13,main_road,72.4,3,0,18.95,1.342,0,0,rain,Sat,night,1,0,weekend,1.1287
2,6,street,42.7,1,0,5.5,1.145,1,0,clear,Fri,midday,0,0,friday,2.2995
10,19,service_lane,25.4,1,1,12.86,1.455,0,0,clear,Thu,evening_peak,0,0,weekday,3.5
23,19,street,28.7,1,0,6.41,1.367,0,0,clear,Sat,midday,1,0,weekend,2.3834
9,7,main_road,74.1,3,0,6.85,1.611,0,0,clear,Sun,evening_peak,1,0,weekend,2.5188
3,18,street,48.0,1,0,14.39,1.157,1,1,cloudy,Fri,evening_peak,0,0,friday,3.5
15,14,street,22.0,1,0,5.29,1.26,1,0,fog,Sat,night,1,0,weekend,1.0442
13,18,service_lane,39.6,2,0,10.92,1.032,0,0,clear,Mon,midday,0,0,weekday,2.7455
20,7,street,35.7,2,1,13.22,1.084,1,0,clear,Fri,midday,0,0,friday,2.4989
22,13,service_lane,34.1,1,0,19.75,1.703,0,0,clear,Mon,night,0,0,weekday,1.2058
22,9,street,36.4,2,1,11.29,1.044,1,0,clear,Mon,evening_peak,0,0,weekday,3.1516
14,18,street,24.7,2,1,18.66,1.731,1,0,fog,Tue,midday,0,0,weekday,2.7616
10,15,main_road,61.3,4,0,1.54,1.63,1,0,cloudy,Tue,evening_peak,0,0,weekday,3.302
13,7,street,41.9,2,0,19.36,1.343,1,0,fog,Wed,morning_peak,0,0,weekday,3.5
15,12,main_road,52.6,2,0,6.86,1.381,1,0,heavy_rain,Fri,morning_peak,0,1,friday,3.5
7,17,service_lane,23.7,1,1,3.47,1.627,0,0,clear,Tue,night,0,0,weekday,1.0975
7,20,main_road,44.8,3,0,11.03,1.103,1,0,cloudy,Fri,morning_peak,0,0,friday,2.494
14,12,main_road,60.6,3,0,0.37,1.768,1,0,clear,Sun,midday,1,0,weekend,1.5951
5,16,street,34.9,1,0,3.82,1.794,1,0,rain,Tue,morning_peak,0,0,weekday,3.5
21,12,main_road,46.2,3,1,13.11,1.514,1,0,rain,Mon,evening_peak,0,0,weekday,3.5
19,10,main_road,78.1,2,1,4.33,1.144,0,0,clear,Mon,evening_peak,0,0,weekday,2.1221
18,1,main_road,51.7,3,0,5.36,1.016,1,1,clear,Tue,morning_peak,0,0,weekday,3.2286
13,1,main_road,69.4,4,0,16.98,1.497,1,0,cloudy,Thu,night,0,0,weekday,1.016
3,15,main_road,49.2,4,0,15.45,1.306,1,0,clear,Tue,night,0,0,weekday,1.152
19,3,highway,92.2,5,1,2.34,1.006,0,0,rain,Sun,midday,1,0,weekend,1.0109
21,2,main_road,75.4,4,1,12.71,1.725,0,0,heavy_rain,Thu,midday,0,0,weekday,2.8906
9,21,street,24.4,2,0,12.4,1.352,1,0,fog,Wed,night,0,0,weekday,1.7881
15,5,highway,111.1,6,1,6.52,1.717,0,0,cloudy,Sun,evening_peak,1,0,weekend,1.08
11,4,street,48.4,2,0,1.07,1.671,1,0,clear,Tue,midday,0,0,weekday,2.1238
20,13,street,21.9,2,0,6.41,1.56,0,0,clear,Sun,night,1,1,weekend,0.8391
8,1,main_road,54.7,2,0,10.28,1.794,1,0,clear,Thu,night,0,0,weekday,1.0307
3,10,main_road,66.9,2,0,7.44,1.025,1,0,clear,Mon,midday,0,0,weekday,1.8721
10,20,street,25.4,2,0,7.52,1.533,1,0,rain,Mon,night,0,0,weekday,1.5446
6,13,street,23.5,2,0,12.04,1.122,0,0,clear,Mon,midday,0,0,weekday,2.2492
13,19,street,37.5,2,0,12.93,1.23,0,0,cloudy,Fri,morning_peak,0,0,friday,3.3712
14,1,highway,105.4,4,1,14.58,1.302,0,0,clear,Thu,evening_peak,0,0,weekday,0.937
9,20,main_road,55.2,4,0,13.89,1.677,1,0,rain,Sat,evening_peak,1,0,weekend,3.2187
11,4,street,26.7,2,0,15.64,1.272,1,0,cloudy,Sun,morning_peak,1,0,weekend,2.337
8,22,main_road,79.5,3,0,15.83,1.117,0,0,fog,Mon,morning_peak,0,0,weekday,3.3814
5,18,highway,104.0,4,1,5.61,1.406,0,0,clear,Mon,evening_peak,0,0,weekday,3.2531
23,1,street,35.0,1,0,9.34,1.014,1,0,clear,Mon,night,0,0,weekday,0.9766
7,8,service_lane,26.6,1,1,7.26,1.238,0,0,cloudy,Sat,morning_peak,1,0,weekend,2.539
11,23,main_road,77.8,4,0,19.1,1.15,0,0,heavy_rain,Mon,evening_peak,0,0,weekday,3.0265
10,8,main_road,55.8,2,0,11.56,1.676,1,0,rain,Tue,evening_peak,0,0,weekday,3.5
6,22,service_lane,27.3,2,0,11.99,1.201,0,0,heavy_rain,Wed,morning_peak,0,0,weekday,3.5
22,21,main_road,45.7,3,0,13.85,1.568,1,0,clear,Thu,midday,0,0,weekday,2.3768
9,4,main_road,55.9,3,0,18.55,1.778,0,0,rain,Tue,midday,0,0,weekday,2.7137
23,20,street,36.8,2,0,5.63,1.021,0,0,clear,Tue,morning_peak,0,0,weekday,3.1346
2,23,street,38.8,2,1,5.35,1.758,1,0,rain,Mon,morning_peak,0,0,weekday,3.5
16,14,service_lane,23.4,2,0,9.21,1.745,0,0,cloudy,Sat,night,1,0,weekend,1.2561
3,15,main_road,65.9,3,0,10.93,1.605,0,0,clear,Wed,evening_peak,0,0,weekday,2.0102
17,2,highway,88.4,4,1,11.59,1.101,0,0,clear,Sun,night,1,0,weekend,0.55
1,14,street,26.0,2,1,15.0,1.581,1,0,clear,Mon,night,0,0,weekday,1.5718
17,4,main_road,68.4,3,1,18.89,1.285,1,0,clear,Sat,night,1,0,weekend,0.6818
10,7,street,28.5,1,0,12.14,1.467,1,0,clear,Sun,midday,1,0,weekend,1.8641
2,12,street,27.0,2,0,7.69,1.538,0,0,clear,Sat,night,1,0,weekend,1.3114
18,23,highway,100.4,5,1,8.04,1.743,0,0,clear,Wed,morning_peak,0,0,weekday,1.3419
3,15,main_road,50.4,4,0,6.07,1.296,1,0,clear,Thu,night,0,0,weekday,0.8133
13,10,street,43.5,1,0,18.43,1.214,1,0,cloudy,Thu,midday,0,0,weekday,1.9621
9,3,main_road,42.4,2,0,19.89,1.292,0,0,clear,Sat,night,1,0,weekend,0.7366
10,9,street,37.0,1,0,1.76,1.662,0,0,clear,Thu,midday,0,0,weekday,1.8747
11,23,street,29.6,2,0,11.9,1.315,1,0,clear,Wed,night,0,0,weekday,1.4628
14,12,street,30.3,1,0,7.92,1.175,1,0,cloudy,Mon,evening_peak,0,0,weekday,3.3112
12,6,main_road,52.2,3,0,0.83,1.435,1,0,clear,Sun,night,1,0,weekend,0.8677
20,21,street,32.0,1,0,3.36,1.453,0,0,clear,Wed,evening_peak,0,0,weekday,3.3669
12,13,main_road,75.8,2,1,3.52,1.721,1,0,clear,Mon,evening_peak,0,0,weekday,2.6741
19,9,main_road,56.9,2,0,11.37,1.087,1,0,cloudy,Tue,night,0,0,weekday,1.1228
22,9,highway,119.3,6,0,3.47,1.471,0,0,cloudy,Wed,night,0,0,weekday,0.55
16,4,main_road,53.4,3,1,5.67,1.674,0,0,clear,Thu,morning_peak,0,0,weekday,2.5414
11,6,main_road,46.9,4,0,6.23,1.257,1,0,clear,Wed,midday,0,1,weekday,1.3234
10,14,main_road,66.2,2,0,18.39,1.524,0,0,clear,Mon,morning_peak,0,0,weekday,2.4136
19,11,street,28.4,2,0,0.48,1.139,0,0,rain,Sun,night,1,0,weekend,1.3718
12,9,street,47.4,2,0,0.22,1.015,0,0,clear,Sun,night,1,0,weekend,0.8291
10,3,street,47.9,1,1,11.05,1.085,0,0,clear,Sat,night,1,0,weekend,0.8786
8,23,main_road,44.5,4,0,2.33,1.206,1,1,heavy_rain,Thu,evening_peak,0,0,weekday,3.5
4,3,main_road,67.1,2,0,6.07,1.7,1,0,clear,Sat,evening_peak,1,0,weekend,2.6277
18,12,main_road,40.9,2,0,12.47,1.125,1,0,clear,Sat,evening_peak,1,0,weekend,2.2805
17,6,main_road,70.9,3,0,13.02,1.342,1,0,clear,Sun,midday,1,0,weekend,1.7286
1,18,highway,105.4,4,0,3.64,1.581,0,0,cloudy,Tue,night,0,0,weekday,1.0549
22,4,main_road,59.1,2,0,7.91,1.43,1,0,cloudy,Tue,midday,0,0,weekday,1.9213
9,7,service_lane,24.2,2,1,9.87,1.451,0,0,clear,Fri,midday,0,0,friday,3.5
21,4,main_road,69.2,4,0,13.48,1.621,1,0,clear,Wed,morning_peak,0,0,weekday,2.1622
16,8,street,24.5,2,0,3.39,1.09,1,0,clear,Wed,evening_peak,0,0,weekday,2.685
21,6,service_lane,20.5,2,1,1.22,1.425,1,0,clear,Mon,evening_peak,0,0,weekday,3.5
11,4,street,36.1,2,0,15.72,1.512,1,0,heavy_rain,Thu,night,0,0,weekday,2.5791
4,20,highway,90.8,5,1,7.91,1.154,0,0,clear,Tue,morning_peak,0,0,weekday,1.1161
5,13,main_road,47.2,4,0,15.98,1.693,1,0,clear,Thu,midday,0,0,weekday,1.9669
17,13,main_road,63.7,2,0,12.05,1.109,1,0,cloudy,Fri,midday,0,0,friday,1.6821
20,14,street,48.5,2,0,17.28,1.634,0,0,clear,Sun,morning_peak,1,0,weekend,2.8549
3,19,main_road,55.6,2,1,13.0,1.585,1,0,fog,Tue,midday,0,0,weekday,2.3857
18,22,street,25.5,2,0,19.14,1.203,1,0,clear,Thu,morning_peak,0,0,weekday,2.7003
23,16,main_road,40.9,3,0,17.61,1.552,1,0,cloudy,Sat,morning_peak,1,0,weekend,3.5
15,5,main_road,55.7,2,1,4.85,1.242,1,0,rain,Wed,morning_peak,0,0,weekday,2.7213
23,21,main_road,57.3,4,0,10.75,1.176,0,0,clear,Thu,midday,0,0,weekday,1.4862
1,15,highway,118.5,6,0,4.43,1.014,0,0,cloudy,Tue,night,0,0,weekday,0.55
5,17,main_road,53.2,3,0,9.55,1.298,0,1,heavy_rain,Wed,midday,0,0,weekday,2.5339
13,11,street,44.8,1,1,6.03,1.063,1,0,clear,Mon,evening_peak,0,0,weekday,3.5
17,7,street,24.2,1,0,8.62,1.747,0,0,clear,Sat,midday,1,0,weekend,1.7967
15,10,main_road,75.6,4,0,19.49,1.676,0,0,clear,Mon,morning_peak,0,0,weekday,2.2251
15,4,main_road,55.9,4,0,9.3,1.231,0,0,clear,Fri,evening_peak,0,1,friday,1.7503
4,18,highway,103.2,5,0,16.74,1.743,0,0,clear,Tue,midday,0,1,weekday,1.441
5,20,street,29.7,1,0,13.57,1.593,1,0,fog,Fri,evening_peak,0,0,friday,3.5
19,4,highway,101.7,5,1,4.53,1.178,0,0,clear,Mon,midday,0,0,weekday,1.0707
23,22,main_road,79.4,2,0,10.0,1.38,1,0,fog,Sun,evening_peak,1,0,weekend,3.5
2,18,main_road,43.7,3,0,8.45,1.47,1,0,clear,Sun,night,1,0,weekend,0.8943
18,5,street,30.4,2,0,10.49,1.778,1,0,clear,Fri,evening_peak,0,0,friday,3.5
23,21,highway,86.8,5,1,3.29,1.722,0,0,cloudy,Mon,midday,0,0,weekday,0.9842
3,14,street,28.8,1,0,5.24,1.389,1,0,clear,Fri,night,0,0,friday,1.3785
23,4,main_road,55.2,4,1,2.27,1.005,0,0,heavy_rain,Sat,morning_peak,1,0,weekend,2.8953
22,8,highway,111.7,6,0,2.41,1.244,0,0,clear,Fri,evening_peak,0,0,friday,1.8833
9,1,main_road,49.7,3,0,14.13,1.622,0,0,fog,Mon,morning_peak,0,0,weekday,3.5
23,6,highway,82.6,6,0,12.46,1.481,1,0,clear,Tue,morning_peak,0,1,weekday,2.3041
15,20,service_lane,37.3,2,1,3.28,1.314,1,0,clear,Wed,midday,0,0,weekday,2.0265
16,18,street,37.1,1,1,18.83,1.71,1,0,cloudy,Mon,evening_peak,0,0,weekday,3.5
12,18,service_lane,33.1,1,0,11.01,1.463,0,1,clear,Tue,midday,0,1,weekday,3.1666
23,16,main_road,52.4,3,0,13.01,1.485,1,0,clear,Tue,midday,0,0,weekday,2.0609
21,10,highway,88.7,4,1,6.78,1.138,0,0,rain,Fri,evening_peak,0,0,friday,3.5
22,23,street,40.1,2,0,17.28,1.627,0,0,rain,Wed,midday,0,0,weekday,2.4606
23,1,highway,102.4,6,0,10.6,1.781,1,1,clear,Wed,night,0,0,weekday,1.2519
8,15,main_road,70.2,2,0,3.63,1.45,0,0,clear,Wed,evening_peak,0,0,weekday,2.4243
5,8,street,25.4,2,0,19.47,1.702,1,0,fog,Sat,morning_peak,1,0,weekend,3.3995
19,17,street,42.6,1,0,14.41,1.773,1,0,fog,Thu,midday,0,0,weekday,3.2847
16,3,street,23.2,2,0,4.32,1.553,0,0,clear,Fri,midday,0,0,friday,2.621
15,1,service_lane,27.2,1,1,2.84,1.733,0,1,fog,Tue,evening_peak,0,0,weekday,3.5
9,14,street,41.2,2,1,19.72,1.763,1,0,clear,Mon,midday,0,0,weekday,2.0828
19,11,street,40.2,1,0,2.89,1.046,0,0,clear,Mon,morning_peak,0,0,weekday,2.6247
14,16,main_road,44.8,4,1,14.29,1.051,1,0,fog,Sun,evening_peak,1,0,weekend,2.4087
4,23,main_road,69.1,3,0,10.63,1.156,0,0,cloudy,Mon,morning_peak,0,0,weekday,2.3579
5,21,main_road,63.8,3,0,3.44,1.586,0,0,fog,Mon,night,0,0,weekday,1.3583
6,18,main_road,64.4,2,0,14.51,1.117,1,0,clear,Thu,night,0,0,weekday,1.2025
16,14,street,47.9,2,0,7.28,1.608,1,0,heavy_rain,Mon,midday,0,0,weekday,3.5
8,16,main_road,56.2,3,0,11.51,1.022,0,0,clear,Fri,evening_peak,0,1,friday,3.5
8,21,street,32.7,2,1,4.48,1.052,1,0,clear,Tue,midday,0,0,weekday,2.0941
8,3,main_road,43.4,4,0,0.26,1.584,0,0,clear,Sat,night,1,0,weekend,0.6993
2,15,main_road,47.2,4,0,13.22,1.408,1,0,clear,Mon,midday,0,0,weekday,1.8597
1,21,service_lane,21.5,1,1,17.66,1.03,0,0,clear,Sat,evening_peak,1,0,weekend,3.2148
19,12,main_road,67.7,4,0,3.7,1.413,0,0,fog,Tue,night,0,0,weekday,0.924
20,12,street,21.7,1,0,1.07,1.486,0,0,cloudy,Wed,morning_peak,0,0,weekday,3.1245
15,16,street,32.0,1,0,16.41,1.73,1,0,clear,Tue,morning_peak,0,0,weekday,2.8559
1,9,main_road,74.0,4,0,11.94,1.17,1,0,clear,Wed,midday,0,0,weekday,2.2081
12,20,main_road,64.5,4,0,10.06,1.123,1,1,clear,Mon,night,0,0,weekday,1.2049
12,9,street,45.9,1,1,7.13,1.19,1,0,clear,Tue,midday,0,0,weekday,2.2956
8,15,main_road,71.9,4,0,18.43,1.18,1,0,fog,Wed,night,0,0,weekday,1.444
6,18,main_road,62.6,3,0,2.25,1.713,1,0,cloudy,Fri,evening_peak,0,0,friday,3.5
20,11,street,28.5,1,0,15.37,1.565,0,0,clear,Wed,midday,0,0,weekday,1.8996
20,4,street,42.3,1,1,8.98,1.268,1,0,clear,Mon,morning_peak,0,0,weekday,2.379
20,17,service_lane,34.2,2,1,2.6,1.225,1,0,clear,Mon,evening_peak,0,0,weekday,3.1994
19,16,street,25.0,1,0,9.67,1.577,0,1,clear,Fri,night,0,0,friday,1.515
10,7,street,28.0,1,0,3.48,1.228,1,0,clear,Fri,evening_peak,0,0,friday,3.5
21,3,street,38.7,1,0,10.77,1.012,1,0,clear,Thu,night,0,0,weekday,1.3024
1,7,main_road,40.6,2,0,14.75,1.777,0,0,clear,Wed,evening_peak,0,0,weekday,3.1714
4,7,main_road,62.3,2,1,14.39,1.571,1,0,clear,Sun,evening_peak,1,0,weekend,3.1901
22,1,street,49.1,1,1,4.73,1.78,0,0,fog,Sun,night,1,0,weekend,1.2524
16,7,street,33.5,1,0,1.57,1.18,1,0,cloudy,Sun,morning_peak,1,0,weekend,2.5554
11,12,street,40.4,1,0,1.02,1.006,0,0,clear,Wed,midday,0,0,weekday,2.0692
7,21,street,34.6,2,0,6.43,1.596,1,0,clear,Tue,night,0,0,weekday,1.3632
1,3,street,22.7,2,0,5.44,1.529,0,0,clear,Sat,midday,1,1,weekend,2.0667
17,9,main_road,44.0,4,0,12.61,1.647,0,0,rain,Tue,morning_peak,0,0,weekday,2.8855
13,19,street,40.8,1,1,1.28,1.559,0,0,fog,Thu,evening_peak,0,0,weekday,3.5
21,1,main_road,47.1,2,0,8.08,1.24,1,0,clear,Wed,midday,0,0,weekday,2.1363
5,19,service_lane,37.8,1,0,18.29,1.669,0,1,clear,Wed,morning_peak,0,0,weekday,3.5
12,3,main_road,58.8,2,1,19.68,1.537,0,0,rain,Sun,evening_peak,1,0,weekend,2.5556
5,13,highway,103.3,6,0,11.5,1.489,0,0,cloudy,Thu,evening_peak,0,0,weekday,2.3094
7,21,street,49.2,2,0,16.17,1.421,1,0,clear,Thu,night,0,0,weekday,1.0394
18,11,main_road,52.4,2,0,15.46,1.781,1,0,clear,Mon,morning_peak,0,0,weekday,2.8722
20,4,main_road,67.0,4,0,16.48,1.433,1,0,clear,Sat,night,1,0,weekend,0.9261
10,20,main_road,60.9,2,1,13.67,1.491,1,0,clear,Sat,night,1,0,weekend,0.9173
21,16,street,44.1,2,0,3.14,1.405,1,0,cloudy,Sat,night,1,0,weekend,1.5693
8,2,main_road,69.0,4,1,3.84,1.339,1,0,rain,Wed,night,0,0,weekday,1.4032
21,1,highway,92.2,4,1,19.79,1.495,0,1,fog,Sun,midday,1,0,weekend,1.8881
4,3,highway,106.5,4,1,14.13,1.201,0,0,heavy_rain,Tue,midday,0,0,weekday,1.3932
4,23,service_lane,39.5,2,1,15.94,1.517,0,0,rain,Tue,evening_peak,0,0,weekday,3.5
15,12,main_road,54.6,4,1,3.5,1.493,0,0,fog,Sun,midday,1,0,weekend,1.3349
17,15,service_lane,35.0,2,1,9.66,1.717,0,0,clear,Fri,evening_peak,0,0,friday,3.5
11,19,service_lane,29.5,1,1,15.48,1.195,0,0,cloudy,Thu,evening_peak,0,0,weekday,3.1009
7,10,street,30.1,1,0,16.21,1.154,0,0,cloudy,Wed,evening_peak,0,0,weekday,3.0729
2,23,main_road,43.5,4,0,8.36,1.407,1,0,cloudy,Thu,morning_peak,0,0,weekday,2.4784
3,4,main_road,75.9,2,0,15.23,1.7,0,0,rain,Fri,morning_peak,0,0,friday,3.4528
3,9,main_road,71.1,4,0,8.87,1.726,1,0,clear,Tue,evening_peak,0,0,weekday,2.5011
7,18,service_lane,26.2,1,0,15.74,1.782,0,0,clear,Tue,evening_peak,0,0,weekday,3.5
22,3,main_road,59.1,2,1,14.07,1.794,0,0,fog,Thu,midday,0,0,weekday,1.7495
3,18,main_road,60.0,2,0,16.3,1.679,0,0,clear,Fri,night,0,0,friday,0.9139
21,14,main_road,70.6,2,0,2.93,1.536,1,0,cloudy,Wed,evening_peak,0,0,weekday,3.5
2,3,main_road,46.9,2,0,0.79,1.136,0,0,clear,Thu,midday,0,0,weekday,1.6716
